id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,durability,injury_risk,recovery_rate,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes,recalibration_model,popularity,momentum,ringSkill,promoSkill,morale,fatigue
aew_aew_blake_christian,Blake Christian,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Swirl,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,59,52,20
aew_aew_bobby_lashley,Bobby Lashley,AEW,AEW,AEW,Mens,Mens,Yes,Active,UpperCard,Unknown,Powerhouse,The Hurt Syndicate,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,1677000,52,35,90,87,88,87,92,86,90,92,89,89,87,93,90,92,86,90,83,22,69,79,90,38,93,91,91,88,86,88,89,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,86,68,85,84,61,13
aew_aew_brandon_cutler,Brandon Cutler,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,73,23,64,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,59,49,67,54,47,29
aew_aew_brian_cage,Brian Cage,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,Powerhouse,The Don Callis Family & Murder Machines,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,76,72,74,81,76,75,75,73,72,74,73,82,78,82,80,78,67,32,66,74,76,32,72,73,80,77,71,63,75,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,58,55,61,66,56,32
aew_aew_brody_king,Brody King,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Hounds of Hell & Brodido,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,59,52,20
aew_aew_bad_apple_bryan_keith,Bad Apple Bryan Keith,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Paid in Full,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,66,33,67,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,57,47,65,50,46,10
aew_aew_buddy_matthews,Buddy Matthews,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,Hounds of Hell,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,71,31,61,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,59,49,67,54,47,30
aew_aew_the_butcher,The Butcher,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,Butcher & The Blade,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,73,23,64,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,59,49,67,54,47,29
aew_aew_carlie_bravo,Carlie Bravo,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Infantry & Shane Taylor Promotions,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,59,52,20
aew_aew_cash_wheeler,Cash Wheeler,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,Technician,FTR,AEW World Tag Team Champion,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3175000,52,35,85,89,87,81,91,84,83,78,79,85,90,88,88,89,81,87,78,22,71,79,85,27,84,82,88,86,75,96,87,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,91,76,92,85,60,8
aew_aew_chris_jericho,Chris Jericho,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,Showman,,,94,94,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3300000,52,35,99,99,99,99,95,93,91,95,93,96,99,99,99,99,99,99,89,32,69,82,95,23,96,97,99,99,89,99,89,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,95,75,90,94,61,8
aew_aew_christian_cage,Christian Cage,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,Powerhouse,Cope & Christian,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,87,82,84,89,93,85,86,77,87,85,83,80,82,83,85,83,76,32,65,84,90,15,85,86,82,83,81,81,89,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,76,64,75,73,63,13
aew_aew_clark_connors,Clark Connors,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Dogs,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,59,52,21
aew_aew_claudio_castagnoli,Claudio Castagnoli,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Death Riders,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,59,52,21
aew_aew_cole_karter,Cole Karter,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Frat House,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,59,52,21
aew_aew_colt_cabana,Colt Cabana,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,73,23,64,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,59,49,67,54,47,29
aew_aew_colten_gunn,Colten Gunn,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Gunns & Bang Bang Gang,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,59,52,21
aew_aew_daniel_garcia,Daniel Garcia,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Death Riders,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,75,74,74,80,74,68,76,72,78,76,72,76,72,76,77,74,66,33,67,65,75,19,72,76,74,74,79,66,74,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,57,47,65,51,46,11
aew_aew_dante_martin,Dante Martin,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,HighFlyer,Top Flight/Skyflight,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,76,71,73,74,77,72,75,73,76,72,73,75,73,78,74,75,67,29,70,67,77,14,73,66,75,74,79,67,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,51,49,63,51,50,15
aew_aew_darby_allin,Darby Allin,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,RingGeneral,,AEW World Champion,83,83,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3162000,52,35,87,87,87,89,93,79,78,81,78,87,89,89,87,91,89,87,77,28,65,75,93,22,83,87,89,89,75,95,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,91,76,90,89,54,21
aew_aew_darius_martin,Darius Martin,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,HighFlyer,Top Flight/Skyflight,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,76,71,73,74,77,72,75,73,76,72,73,75,73,78,74,75,67,29,70,67,77,14,73,66,75,74,79,67,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,51,49,64,51,50,16
aew_aew_david_finlay,David Finlay,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Dogs,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,59,52,21
aew_aew_dax_harwood,Dax Harwood,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,RingGeneral,FTR,AEW World Tag Team Champion,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3175000,52,35,90,91,90,90,94,79,85,83,84,80,89,87,85,87,89,85,80,24,67,78,88,22,90,85,86,88,74,95,83,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,92,77,91,88,65,11
aew_aew_dezmond_xavier,Dezmond Xavier,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Rascalz,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,53,52,59,60,52,21
aew_aew_dral_stico,Dralístico,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,La Faccion Ingobernable,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,52,60,60,53,21
aew_aew_dustin_rhodes,Dustin Rhodes,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,71,31,61,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,59,49,67,55,47,30
aew_aew_tommy_billington,Tommy Billington,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,52,60,60,53,21
aew_aew_eddie_kingston,Eddie Kingston,AEW,AEW,AEW,Mens,Mens,Yes,Active,UpperCard,Unknown,Brawler,,,50,90,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,1690000,52,35,89,89,89,92,92,93,95,94,94,89,92,91,93,87,93,90,86,27,64,83,95,29,96,91,90,91,85,93,99,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,86,69,88,86,63,4
aew_aew_el_clon,El Clon,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Don Callis Family,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,52,60,60,53,21
aew_aew_evil_uno,Evil Uno,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Dark Order,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,52,60,60,53,21
aew_aew_gabe_kidd,Gabe Kidd,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Dogs,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,52,60,60,53,21
aew_aew_griff_garrison,Griff Garrison,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Frat House,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,52,60,60,53,21
aew_aew_hechicero,Hechicero,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Don Callis Family,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,52,60,60,53,22
aew_aew_hologram,Hologram,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,HighFlyer,the Conglomeration,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,76,77,74,81,80,81,77,71,81,72,79,82,76,81,78,70,34,65,73,82,23,69,74,79,77,68,62,78,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,61,57,68,64,56,32
aew_aew_hook,Hook,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,The Opps,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,52,60,60,53,22
aew_aew_isiah_kassidy,Isiah Kassidy,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Private Party,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,53,60,60,53,22
aew_aew_jack_perry,Jack Perry,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Jurassic Express,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,53,60,61,53,22
aew_aew_jake_doyle,Jake Doyle,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,RingGeneral,The Don Callis Family,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,71,31,61,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,59,49,67,55,47,30
aew_aew_james_drake,James Drake,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Grizzled Young Veterans,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,53,60,61,53,22
aew_aew_jay_lethal,Jay Lethal,AEW,AEW,AEW,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,74,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,305000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,54,53,60,61,53,22
