top_200_rank,wrestler_id,performer_name,promotion,brand,gender_division,role_tier,availability,game_overall,top_200_selection_score,draft_value_usd,weekly_hire_rate_usd,initial_draft_contract_scope,initial_draft_contract_weeks,initial_draft_cost_formula,midseason_min_contract_weeks,midseason_default_contract_weeks,midseason_max_contract_weeks,midseason_default_contract_total_usd,midseason_min_contract_total_usd,midseason_max_contract_total_usd,midseason_hiring_cost_formula,appearance_fee_usd,downside_guarantee_usd,release_penalty_pct,morale_cost_if_underbooked,renewal_risk,value_formula_version,value_notes,source_rating_basis,primary_roster_source_url,ratings_source_url
84,wwe_raw_lyra_valkyria,Lyra Valkyria,WWE,Raw,Womens,Midcard,Active,84,79.95,70000,6750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,81000,54000,162000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
85,aew_aew_thunder_rosa,Thunder Rosa,AEW,AEW,Womens,Midcard,Active,84,79.95,70000,6750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,81000,54000,162000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
86,wwe_raw_ethan_page,Ethan Page,WWE,Raw,Mens,Midcard,Active,83,79.7,70000,6750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,81000,54000,162000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
87,aew_aew_hangman_adam_page,"""Hangman"" Adam Page",AEW,AEW,Mens,Midcard,Active,84,79.55,70000,6750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,81000,54000,162000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
88,wwe_smackdown_carmelo_hayes,Carmelo Hayes,WWE,SmackDown,Mens,Midcard,Active,84,79.55,70000,6750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,81000,54000,162000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
89,aew_aew_konosuke_takeshita,Konosuke Takeshita,AEW,AEW,Mens,Midcard,Active,84,79.55,67500,6500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,78000,52000,156000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
90,wwe_raw_austin_theory,Austin Theory,WWE,Raw,Mens,Midcard,Active,82,78.55,67500,6500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,78000,52000,156000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
91,aew_aew_kyle_fletcher,Kyle Fletcher,AEW,AEW,Mens,Midcard,Injured,84,78.55,67500,6500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,78000,52000,156000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
92,aew_aew_shelton_benjamin,Shelton Benjamin,AEW,AEW,Mens,Midcard,Active,82,78.55,67500,6500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,78000,52000,156000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
93,wwe_raw_joe_hendry,Joe Hendry,WWE,Raw,Mens,Midcard,Active,81,77.7,67500,6500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,78000,52000,156000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
94,wwe_smackdown_ricky_saints,Ricky Saints,WWE,SmackDown,Mens,Midcard,Active,81,77.7,67500,6500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,78000,52000,156000,weekly_hire_rate_usd * selected_contract_weeks,3500,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
95,aew_aew_adam_cole,Adam Cole,AEW,AEW,Mens,Midcard,Injured,82,77.55,65000,6250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,75000,50000,150000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
96,wwe_smackdown_michin,Michin,WWE,SmackDown,Womens,Midcard,Active,82,77.5,65000,6250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,75000,50000,150000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
97,wwe_smackdown_r_truth,R-Truth,WWE,SmackDown,Mens,Midcard,Active,80,77.4,65000,6250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,75000,50000,150000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
98,wwe_smackdown_the_miz,The Miz,WWE,SmackDown,Mens,Midcard,Active,80,77.1,65000,6250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,75000,50000,150000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
99,wwe_smackdown_jordynne_grace,Jordynne Grace,WWE,SmackDown,Womens,Midcard,Active,81,77.05,65000,6250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,75000,50000,150000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
100,wwe_smackdown_lash_legend,Lash Legend,WWE,SmackDown,Womens,Midcard,Active,81,77.05,65000,6250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,75000,50000,150000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
101,aew_aew_dr_britt_baker_d_m_d,"Dr. Britt Baker, D.M.D.",AEW,AEW,Womens,Midcard,Inactive,85,76.15,62500,6000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,72000,48000,144000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
102,aew_aew_timeless_toni_storm,"""Timeless"" Toni Storm",AEW,AEW,Womens,Midcard,Inactive,84,76.1,62500,6000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,72000,48000,144000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
103,wwe_raw_montez_ford,Montez Ford,WWE,Raw,Mens,Midcard,Active,80,75.9,62500,6000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,72000,48000,144000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
104,wwe_smackdown_jacy_jayne,Jacy Jayne,WWE,SmackDown,Womens,Midcard,Active,80,75.4,62500,6000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,72000,48000,144000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
105,wwe_nxt_kelani_jordan,Kelani Jordan,WWE,NXT,Womens,Midcard,Active,79,75.25,62500,6000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,72000,48000,144000,weekly_hire_rate_usd * selected_contract_weeks,3250,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
106,wwe_raw_dragon_lee,Dragon Lee,WWE,Raw,Mens,Midcard,Active,79,75.2,62500,6000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,72000,48000,144000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
107,wwe_raw_jd_mcdonagh,JD McDonagh,WWE,Raw,Mens,Midcard,Active,79,75.15,60000,5750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,69000,46000,138000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
108,wwe_nxt_tony_d_angelo,Tony D'Angelo,WWE,NXT,Mens,Midcard,Active,79,75.15,60000,5750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,69000,46000,138000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
109,wwe_raw_angelo_dawkins,Angelo Dawkins,WWE,Raw,Mens,Midcard,Active,78,74.65,60000,5750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,69000,46000,138000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
110,wwe_raw_je_von_evans,Je'Von Evans,WWE,Raw,Mens,Midcard,Active,78,74.65,60000,5750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,69000,46000,138000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
111,wwe_smackdown_blake_monroe,Blake Monroe,WWE,SmackDown,Womens,Midcard,Active,78,74.55,60000,5750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,69000,46000,138000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
112,wwe_smackdown_fallon_henley,Fallon Henley,WWE,SmackDown,Womens,Midcard,Active,78,74.55,57500,5500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,66000,44000,132000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
113,wwe_nxt_lola_vice,Lola Vice,WWE,NXT,Womens,Midcard,Active,78,74.55,57500,5500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,66000,44000,132000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
114,wwe_raw_maxxine_dupri,Maxxine Dupri,WWE,Raw,Womens,Midcard,Active,78,74.55,57500,5500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,66000,44000,132000,weekly_hire_rate_usd * selected_contract_weeks,3000,0,10,4,24,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
115,wwe_nxt_hank_walker,Hank Walker,WWE,NXT,Mens,Prospect,Active,77,73.7,50000,4750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,57000,38000,114000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
116,wwe_nxt_tank_ledger,Tank Ledger,WWE,NXT,Mens,Prospect,Active,77,73.7,50000,4750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,57000,38000,114000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
117,wwe_raw_ivar,Ivar,WWE,Raw,Mens,Enhancement,Active,79,73.2,32500,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
118,wwe_nxt_jaida_parker,Jaida Parker,WWE,NXT,Womens,Prospect,Active,77,73.15,50000,4750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,57000,38000,114000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
119,wwe_raw_sol_ruca,Sol Ruca,WWE,Raw,Womens,Prospect,Active,77,73.15,50000,4750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,57000,38000,114000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
120,wwe_raw_erik,Erik,WWE,Raw,Mens,Enhancement,Active,78,72.5,32500,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
121,wwe_nxt_noam_dar,Noam Dar,WWE,NXT,Mens,Prospect,Active,76,71.9,50000,4750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,57000,38000,114000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
122,wwe_raw_ivy_nile,Ivy Nile,WWE,Raw,Womens,Prospect,Active,76,71.55,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
123,wwe_nxt_izzi_dame,Izzi Dame,WWE,NXT,Womens,Prospect,Active,76,71.55,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
124,aew_aew_hologram,Hologram,AEW,AEW,Mens,Prospect,Injured,76,71.4,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
125,aew_aew_luchasaurus,Luchasaurus,AEW,AEW,Mens,Prospect,Injured,76,71.4,47500,4500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,54000,36000,108000,weekly_hire_rate_usd * selected_contract_weeks,2500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/
